Local;Departamento;Provincia;Distrito;Mes;Tipo Transaccion;TRANSACCIONES
PAP CHEPEN;LA LIBERTAD;CHEPEN;CHEPEN;AGOSTO;ENTREGA DNI;1,268
PAP CHEPEN;LA LIBERTAD;CHEPEN;CHEPEN;AGOSTO;RRCC COPIAS CERTIF;228
PAP CHEPEN;LA LIBERTAD;CHEPEN;CHEPEN;AGOSTO;CERTIFICACION DE RUIPN;245
PAP CHEPEN;LA LIBERTAD;CHEPEN;CHEPEN;SEPTIEMBRE;TRAMITE DNI;1,106
PAP CHEPEN;LA LIBERTAD;CHEPEN;CHEPEN;SEPTIEMBRE;ENTREGA DNI;1,344
PAP CHEPEN;LA LIBERTAD;CHEPEN;CHEPEN;SEPTIEMBRE;RRCC COPIAS CERTIF;191
PAP CHEPEN;LA LIBERTAD;CHEPEN;CHEPEN;SEPTIEMBRE;CERTIFICACION DE RUIPN;299
PAP GRAN CHIMU;LA LIBERTAD;GRAN CHIMU;CASCAS;JULIO;TRAMITE DNI;173
PAP GRAN CHIMU;LA LIBERTAD;GRAN CHIMU;CASCAS;JULIO;ENTREGA DNI;176
PAP GRAN CHIMU;LA LIBERTAD;GRAN CHIMU;CASCAS;JULIO;RRCC COPIAS CERTIF;4
PAP GRAN CHIMU;LA LIBERTAD;GRAN CHIMU;CASCAS;JULIO;CERTIFICACION DE RUIPN;10
PAP GRAN CHIMU;LA LIBERTAD;GRAN CHIMU;CASCAS;AGOSTO;TRAMITE DNI;127
PAP GRAN CHIMU;LA LIBERTAD;GRAN CHIMU;CASCAS;AGOSTO;ENTREGA DNI;131
PAP GRAN CHIMU;LA LIBERTAD;GRAN CHIMU;CASCAS;AGOSTO;RRCC COPIAS CERTIF;11
PAP GRAN CHIMU;LA LIBERTAD;GRAN CHIMU;CASCAS;AGOSTO;CERTIFICACION DE RUIPN;7
PAP GRAN CHIMU;LA LIBERTAD;GRAN CHIMU;CASCAS;SEPTIEMBRE;TRAMITE DNI;129
PAP GRAN CHIMU;LA LIBERTAD;GRAN CHIMU;CASCAS;SEPTIEMBRE;ENTREGA DNI;152
PAP GRAN CHIMU;LA LIBERTAD;GRAN CHIMU;CASCAS;SEPTIEMBRE;RRCC COPIAS CERTIF;14
PAP GRAN CHIMU;LA LIBERTAD;GRAN CHIMU;CASCAS;SEPTIEMBRE;CERTIFICACION DE RUIPN;12
PAP JULCAN;LA LIBERTAD;JULCAN;JULCAN;JULIO;TRAMITE DNI;103
PAP JULCAN;LA LIBERTAD;JULCAN;JULCAN;JULIO;ENTREGA DNI;102
PAP JULCAN;LA LIBERTAD;JULCAN;JULCAN;AGOSTO;TRAMITE DNI;51
PAP JULCAN;LA LIBERTAD;JULCAN;JULCAN;AGOSTO;ENTREGA DNI;71
PAP JULCAN;LA LIBERTAD;JULCAN;JULCAN;SEPTIEMBRE;TRAMITE DNI;73
PAP JULCAN;LA LIBERTAD;JULCAN;JULCAN;SEPTIEMBRE;ENTREGA DNI;83
PAP SANTIAGO DE CHUCO;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;JULIO;TRAMITE DNI;185
PAP SANTIAGO DE CHUCO;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;JULIO;ENTREGA DNI;246
PAP SANTIAGO DE CHUCO;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;JULIO;RRCC COPIAS CERTIF;8
PAP SANTIAGO DE CHUCO;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;JULIO;CERTIFICACION DE RUIPN;17
PAP SANTIAGO DE CHUCO;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;AGOSTO;TRAMITE DNI;340
PAP SANTIAGO DE CHUCO;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;AGOSTO;ENTREGA DNI;338
PAP SANTIAGO DE CHUCO;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;AGOSTO;RRCC COPIAS CERTIF;19
PAP SANTIAGO DE CHUCO;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;AGOSTO;CERTIFICACION DE RUIPN;21
PAP SANTIAGO DE CHUCO;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;SEPTIEMBRE;TRAMITE DNI;277
PAP SANTIAGO DE CHUCO;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;SEPTIEMBRE;ENTREGA DNI;240
PAP SANTIAGO DE CHUCO;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;SEPTIEMBRE;RRCC COPIAS CERTIF;12
PAP SANTIAGO DE CHUCO;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;SEPTIEMBRE;CERTIFICACION DE RUIPN;12
PAP VIRU;LA LIBERTAD;VIRU;VIRU;JULIO;TRAMITE DNI;829
PAP VIRU;LA LIBERTAD;VIRU;VIRU;JULIO;ENTREGA DNI;1,276
PAP VIRU;LA LIBERTAD;VIRU;VIRU;JULIO;RRCC COPIAS CERTIF;92
PAP VIRU;LA LIBERTAD;VIRU;VIRU;JULIO;CERTIFICACION DE RUIPN;162
PAP VIRU;LA LIBERTAD;VIRU;VIRU;AGOSTO;TRAMITE DNI;842
PAP VIRU;LA LIBERTAD;VIRU;VIRU;AGOSTO;ENTREGA DNI;1,439
PAP VIRU;LA LIBERTAD;VIRU;VIRU;AGOSTO;RRCC COPIAS CERTIF;174
PAP VIRU;LA LIBERTAD;VIRU;VIRU;AGOSTO;CERTIFICACION DE RUIPN;141
PAP VIRU;LA LIBERTAD;VIRU;VIRU;SEPTIEMBRE;TRAMITE DNI;777
PAP VIRU;LA LIBERTAD;VIRU;VIRU;SEPTIEMBRE;ENTREGA DNI;1,439
PAP VIRU;LA LIBERTAD;VIRU;VIRU;SEPTIEMBRE;RRCC COPIAS CERTIF;138
PAP VIRU;LA LIBERTAD;VIRU;VIRU;SEPTIEMBRE;CERTIFICACION DE RUIPN;165
PAP CUTERVO;CAJAMARCA;CUTERVO;CUTERVO;JULIO;TRAMITE DNI;653
PAP CUTERVO;CAJAMARCA;CUTERVO;CUTERVO;JULIO;ENTREGA DNI;616
PAP CUTERVO;CAJAMARCA;CUTERVO;CUTERVO;JULIO;RRCC COPIAS CERTIF;58
PAP CUTERVO;CAJAMARCA;CUTERVO;CUTERVO;JULIO;CERTIFICACION DE RUIPN;194
PAP CUTERVO;CAJAMARCA;CUTERVO;CUTERVO;JULIO;CERTIFICADOS DIGITALES;1
PAP CUTERVO;CAJAMARCA;CUTERVO;CUTERVO;AGOSTO;TRAMITE DNI;588
PAP CUTERVO;CAJAMARCA;CUTERVO;CUTERVO;AGOSTO;ENTREGA DNI;689
PAP CUTERVO;CAJAMARCA;CUTERVO;CUTERVO;AGOSTO;RRCC COPIAS CERTIF;91
PAP CUTERVO;CAJAMARCA;CUTERVO;CUTERVO;AGOSTO;CERTIFICACION DE RUIPN;96
PAP CUTERVO;CAJAMARCA;CUTERVO;CUTERVO;AGOSTO;CERTIFICADOS DIGITALES;4
PAP CUTERVO;CAJAMARCA;CUTERVO;CUTERVO;SEPTIEMBRE;TRAMITE DNI;470
PAP CUTERVO;CAJAMARCA;CUTERVO;CUTERVO;SEPTIEMBRE;ENTREGA DNI;711
PAP CUTERVO;CAJAMARCA;CUTERVO;CUTERVO;SEPTIEMBRE;RRCC COPIAS CERTIF;2
AG TALARA;PIURA;TALARA;PARIÑAS;JULIO;TRAMITE DNI;1,234
AG TALARA;PIURA;TALARA;PARIÑAS;JULIO;ENTREGA DNI;1,853
AG TALARA;PIURA;TALARA;PARIÑAS;JULIO;RRCC COPIAS CERTIF;128
AG TALARA;PIURA;TALARA;PARIÑAS;JULIO;CERTIFICACION DE RUIPN;455
AG TALARA;PIURA;TALARA;PARIÑAS;AGOSTO;TRAMITE DNI;1,372
AG TALARA;PIURA;TALARA;PARIÑAS;AGOSTO;ENTREGA DNI;2,136
AG TALARA;PIURA;TALARA;PARIÑAS;AGOSTO;RRCC COPIAS CERTIF;129
AG TALARA;PIURA;TALARA;PARIÑAS;AGOSTO;CERTIFICACION DE RUIPN;338
AG TALARA;PIURA;TALARA;PARIÑAS;SEPTIEMBRE;TRAMITE DNI;1,317
AG TALARA;PIURA;TALARA;PARIÑAS;SEPTIEMBRE;ENTREGA DNI;1,959
AG TALARA;PIURA;TALARA;PARIÑAS;SEPTIEMBRE;RRCC COPIAS CERTIF;111
AG TALARA;PIURA;TALARA;PARIÑAS;SEPTIEMBRE;CERTIFICACION DE RUIPN;326
OR CASTILLA;PIURA;PIURA;CASTILLA;SEPTIEMBRE;RRCC ACTA REGISTRAL;1
PANP CONTRALMIRANTE VILLAR - ZORRITOS;TUMBES;CONTRALMIRANTE VILLAR;ZORRITOS;JULIO;TRAMITE DNI;112
PANP CONTRALMIRANTE VILLAR - ZORRITOS;TUMBES;CONTRALMIRANTE VILLAR;ZORRITOS;JULIO;ENTREGA DNI;58
PANP CONTRALMIRANTE VILLAR - ZORRITOS;TUMBES;CONTRALMIRANTE VILLAR;ZORRITOS;AGOSTO;TRAMITE DNI;154
PANP CONTRALMIRANTE VILLAR - ZORRITOS;TUMBES;CONTRALMIRANTE VILLAR;ZORRITOS;AGOSTO;ENTREGA DNI;146
PANP CONTRALMIRANTE VILLAR - ZORRITOS;TUMBES;CONTRALMIRANTE VILLAR;ZORRITOS;SEPTIEMBRE;TRAMITE DNI;112
PANP CONTRALMIRANTE VILLAR - ZORRITOS;TUMBES;CONTRALMIRANTE VILLAR;ZORRITOS;SEPTIEMBRE;ENTREGA DNI;80
PANP ANTONIO RAIMONDI;ANCASH;ANTONIO RAIMONDI;LLAMELLIN;JULIO;TRAMITE DNI;5
PANP ANTONIO RAIMONDI;ANCASH;ANTONIO RAIMONDI;LLAMELLIN;JULIO;ENTREGA DNI;23
PANP ANTONIO RAIMONDI;ANCASH;ANTONIO RAIMONDI;LLAMELLIN;SEPTIEMBRE;TRAMITE DNI;89
PANP ANTONIO RAIMONDI;ANCASH;ANTONIO RAIMONDI;LLAMELLIN;SEPTIEMBRE;ENTREGA DNI;92
PANP ASUNCION;ANCASH;ASUNCION;CHACAS;JULIO;TRAMITE DNI;39
PANP ASUNCION;ANCASH;ASUNCION;CHACAS;JULIO;ENTREGA DNI;2
PANP ASUNCION;ANCASH;ASUNCION;CHACAS;AGOSTO;TRAMITE DNI;13
PANP HUACAYBAMBA;HUANUCO;HUACAYBAMBA;HUACAYBAMBA;JULIO;TRAMITE DNI;25
PANP HUACAYBAMBA;HUANUCO;HUACAYBAMBA;HUACAYBAMBA;AGOSTO;TRAMITE DNI;28
PANP HUACAYBAMBA;HUANUCO;HUACAYBAMBA;HUACAYBAMBA;SEPTIEMBRE;TRAMITE DNI;37
PAP ZARUMILLA;TUMBES;ZARUMILLA;ZARUMILLA;JULIO;TRAMITE DNI;545
PAP ZARUMILLA;TUMBES;ZARUMILLA;ZARUMILLA;JULIO;ENTREGA DNI;551
PAP ZARUMILLA;TUMBES;ZARUMILLA;ZARUMILLA;JULIO;RRCC COPIAS CERTIF;107
PAP ZARUMILLA;TUMBES;ZARUMILLA;ZARUMILLA;JULIO;CERTIFICACION DE RUIPN;158
PAP ZARUMILLA;TUMBES;ZARUMILLA;ZARUMILLA;AGOSTO;TRAMITE DNI;631
PAP ZARUMILLA;TUMBES;ZARUMILLA;ZARUMILLA;AGOSTO;ENTREGA DNI;632
PAP ZARUMILLA;TUMBES;ZARUMILLA;ZARUMILLA;AGOSTO;RRCC COPIAS CERTIF;131
PAP ZARUMILLA;TUMBES;ZARUMILLA;ZARUMILLA;AGOSTO;CERTIFICACION DE RUIPN;164
PAP ZARUMILLA;TUMBES;ZARUMILLA;ZARUMILLA;SEPTIEMBRE;TRAMITE DNI;490
PAP ZARUMILLA;TUMBES;ZARUMILLA;ZARUMILLA;SEPTIEMBRE;ENTREGA DNI;652
PAP ZARUMILLA;TUMBES;ZARUMILLA;ZARUMILLA;SEPTIEMBRE;RRCC COPIAS CERTIF;107
PAP ZARUMILLA;TUMBES;ZARUMILLA;ZARUMILLA;SEPTIEMBRE;CERTIFICACION DE RUIPN;167
PAP BOLOGNESI;ANCASH;BOLOGNESI;CHIQUIAN;JULIO;TRAMITE DNI;42
PAP BOLOGNESI;ANCASH;BOLOGNESI;CHIQUIAN;JULIO;ENTREGA DNI;38
PAP BOLOGNESI;ANCASH;BOLOGNESI;CHIQUIAN;AGOSTO;TRAMITE DNI;41
PAP BOLOGNESI;ANCASH;BOLOGNESI;CHIQUIAN;AGOSTO;ENTREGA DNI;43
PAP BOLOGNESI;ANCASH;BOLOGNESI;CHIQUIAN;SEPTIEMBRE;TRAMITE DNI;60
PAP BOLOGNESI;ANCASH;BOLOGNESI;CHIQUIAN;SEPTIEMBRE;ENTREGA DNI;57
PAP CARHUAZ;ANCASH;CARHUAZ;CARHUAZ;JULIO;TRAMITE DNI;223
PAP CARHUAZ;ANCASH;CARHUAZ;CARHUAZ;JULIO;ENTREGA DNI;240
PAP CARHUAZ;ANCASH;CARHUAZ;CARHUAZ;JULIO;CERTIFICACION DE RUIPN;28
PAP CARHUAZ;ANCASH;CARHUAZ;CARHUAZ;AGOSTO;TRAMITE DNI;274
PAP CARHUAZ;ANCASH;CARHUAZ;CARHUAZ;AGOSTO;ENTREGA DNI;249
PAP CARHUAZ;ANCASH;CARHUAZ;CARHUAZ;AGOSTO;CERTIFICACION DE RUIPN;40
PAP CARHUAZ;ANCASH;CARHUAZ;CARHUAZ;SEPTIEMBRE;TRAMITE DNI;254
PAP CARHUAZ;ANCASH;CARHUAZ;CARHUAZ;SEPTIEMBRE;ENTREGA DNI;316
PAP CARHUAZ;ANCASH;CARHUAZ;CARHUAZ;SEPTIEMBRE;CERTIFICACION DE RUIPN;48
PAP CARLOS FERMIN FITZCARRALD;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;JULIO;TRAMITE DNI;141
PAP CARLOS FERMIN FITZCARRALD;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;JULIO;ENTREGA DNI;163
PAP CARLOS FERMIN FITZCARRALD;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;JULIO;RRCC COPIAS CERTIF;8
PAP CARLOS FERMIN FITZCARRALD;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;JULIO;CERTIFICACION DE RUIPN;12
PAP CARLOS FERMIN FITZCARRALD;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;AGOSTO;TRAMITE DNI;160
PAP CARLOS FERMIN FITZCARRALD;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;AGOSTO;ENTREGA DNI;188
PAP CARLOS FERMIN FITZCARRALD;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;AGOSTO;RRCC COPIAS CERTIF;9
PAP CARLOS FERMIN FITZCARRALD;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;AGOSTO;CERTIFICACION DE RUIPN;41
PAP CARLOS FERMIN FITZCARRALD;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;SEPTIEMBRE;TRAMITE DNI;132
PAP CARLOS FERMIN FITZCARRALD;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;SEPTIEMBRE;ENTREGA DNI;147
PAP CARLOS FERMIN FITZCARRALD;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;SEPTIEMBRE;RRCC COPIAS CERTIF;9
PAP CARLOS FERMIN FITZCARRALD;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;SEPTIEMBRE;CERTIFICACION DE RUIPN;7
PAP MARISCAL LUZURIAGA;ANCASH;MARISCAL LUZURIAGA;PISCOBAMBA;JULIO;TRAMITE DNI;46
PAP MARISCAL LUZURIAGA;ANCASH;MARISCAL LUZURIAGA;PISCOBAMBA;JULIO;ENTREGA DNI;46
PAP MARISCAL LUZURIAGA;ANCASH;MARISCAL LUZURIAGA;PISCOBAMBA;JULIO;RRCC COPIAS CERTIF;5
PAP MARISCAL LUZURIAGA;ANCASH;MARISCAL LUZURIAGA;PISCOBAMBA;AGOSTO;TRAMITE DNI;138
PAP MARISCAL LUZURIAGA;ANCASH;MARISCAL LUZURIAGA;PISCOBAMBA;AGOSTO;ENTREGA DNI;88
PAP MARISCAL LUZURIAGA;ANCASH;MARISCAL LUZURIAGA;PISCOBAMBA;AGOSTO;RRCC COPIAS CERTIF;6
PAP MARISCAL LUZURIAGA;ANCASH;MARISCAL LUZURIAGA;PISCOBAMBA;SEPTIEMBRE;TRAMITE DNI;58
PAP MARISCAL LUZURIAGA;ANCASH;MARISCAL LUZURIAGA;PISCOBAMBA;SEPTIEMBRE;ENTREGA DNI;98
PAP MARISCAL LUZURIAGA;ANCASH;MARISCAL LUZURIAGA;PISCOBAMBA;SEPTIEMBRE;RRCC COPIAS CERTIF;4
PAP RECUAY;ANCASH;RECUAY;RECUAY;JULIO;TRAMITE DNI;65
PAP RECUAY;ANCASH;RECUAY;RECUAY;JULIO;ENTREGA DNI;34
PAP RECUAY;ANCASH;RECUAY;RECUAY;AGOSTO;TRAMITE DNI;45
PAP RECUAY;ANCASH;RECUAY;RECUAY;AGOSTO;ENTREGA DNI;67
PAP RECUAY;ANCASH;RECUAY;RECUAY;SEPTIEMBRE;TRAMITE DNI;39
PAP RECUAY;ANCASH;RECUAY;RECUAY;SEPTIEMBRE;ENTREGA DNI;66
PAP YUNGAY;ANCASH;YUNGAY;YUNGAY;JULIO;TRAMITE DNI;358
PAP YUNGAY;ANCASH;YUNGAY;YUNGAY;JULIO;ENTREGA DNI;237
PAP YUNGAY;ANCASH;YUNGAY;YUNGAY;AGOSTO;TRAMITE DNI;224
PAP YUNGAY;ANCASH;YUNGAY;YUNGAY;AGOSTO;ENTREGA DNI;382
PAP YUNGAY;ANCASH;YUNGAY;YUNGAY;SEPTIEMBRE;TRAMITE DNI;338
PAP YUNGAY;ANCASH;YUNGAY;YUNGAY;SEPTIEMBRE;ENTREGA DNI;275
PAP CASTILLA;AREQUIPA;CASTILLA;APLAO;JULIO;TRAMITE DNI;270
PAP CASTILLA;AREQUIPA;CASTILLA;APLAO;JULIO;ENTREGA DNI;261
PAP CASTILLA;AREQUIPA;CASTILLA;APLAO;JULIO;RRCC COPIAS CERTIF;5
PAP CASTILLA;AREQUIPA;CASTILLA;APLAO;JULIO;CERTIFICACION DE RUIPN;14
PAP CASTILLA;AREQUIPA;CASTILLA;APLAO;AGOSTO;TRAMITE DNI;173
PAP CASTILLA;AREQUIPA;CASTILLA;APLAO;AGOSTO;ENTREGA DNI;159
PAP CASTILLA;AREQUIPA;CASTILLA;APLAO;AGOSTO;RRCC COPIAS CERTIF;7
PAP CASTILLA;AREQUIPA;CASTILLA;APLAO;AGOSTO;CERTIFICACION DE RUIPN;9
PAP CASTILLA;AREQUIPA;CASTILLA;APLAO;SEPTIEMBRE;TRAMITE DNI;188
PAP CASTILLA;AREQUIPA;CASTILLA;APLAO;SEPTIEMBRE;ENTREGA DNI;176
PAP CASTILLA;AREQUIPA;CASTILLA;APLAO;SEPTIEMBRE;RRCC COPIAS CERTIF;5
PAP CASTILLA;AREQUIPA;CASTILLA;APLAO;SEPTIEMBRE;CERTIFICACION DE RUIPN;12
PAP CARAVELI;AREQUIPA;CARAVELI;CARAVELI;JULIO;TRAMITE DNI;228
PAP CARAVELI;AREQUIPA;CARAVELI;CARAVELI;JULIO;ENTREGA DNI;297
PAP CARAVELI;AREQUIPA;CARAVELI;CARAVELI;JULIO;RRCC COPIAS CERTIF;8
PAP CARAVELI;AREQUIPA;CARAVELI;CARAVELI;JULIO;CERTIFICACION DE RUIPN;21
PAP CARAVELI;AREQUIPA;CARAVELI;CARAVELI;AGOSTO;TRAMITE DNI;157
PAP CARAVELI;AREQUIPA;CARAVELI;CARAVELI;AGOSTO;ENTREGA DNI;186
PAP CARAVELI;AREQUIPA;CARAVELI;CARAVELI;AGOSTO;RRCC COPIAS CERTIF;3
PAP CARAVELI;AREQUIPA;CARAVELI;CARAVELI;AGOSTO;CERTIFICACION DE RUIPN;19
PAP CARAVELI;AREQUIPA;CARAVELI;CARAVELI;SEPTIEMBRE;TRAMITE DNI;224
PAP CARAVELI;AREQUIPA;CARAVELI;CARAVELI;SEPTIEMBRE;ENTREGA DNI;331
PAP CARAVELI;AREQUIPA;CARAVELI;CARAVELI;SEPTIEMBRE;RRCC COPIAS CERTIF;7
PAP CARAVELI;AREQUIPA;CARAVELI;CARAVELI;SEPTIEMBRE;CERTIFICACION DE RUIPN;23
PAP CAYLLOMA;AREQUIPA;CAYLLOMA;CHIVAY;JULIO;TRAMITE DNI;194
PAP CAYLLOMA;AREQUIPA;CAYLLOMA;CHIVAY;JULIO;ENTREGA DNI;175
PAP CAYLLOMA;AREQUIPA;CAYLLOMA;CHIVAY;JULIO;RRCC COPIAS CERTIF;5
PAP CAYLLOMA;AREQUIPA;CAYLLOMA;CHIVAY;JULIO;CERTIFICACION DE RUIPN;87
PAP CAYLLOMA;AREQUIPA;CAYLLOMA;CHIVAY;AGOSTO;TRAMITE DNI;243
PAP CAYLLOMA;AREQUIPA;CAYLLOMA;CHIVAY;AGOSTO;ENTREGA DNI;244
PAP CAYLLOMA;AREQUIPA;CAYLLOMA;CHIVAY;AGOSTO;RRCC COPIAS CERTIF;26
PAP CAYLLOMA;AREQUIPA;CAYLLOMA;CHIVAY;AGOSTO;CERTIFICACION DE RUIPN;85
PAP CAYLLOMA;AREQUIPA;CAYLLOMA;CHIVAY;SEPTIEMBRE;TRAMITE DNI;163
PAP CAYLLOMA;AREQUIPA;CAYLLOMA;CHIVAY;SEPTIEMBRE;ENTREGA DNI;208
PAP CAYLLOMA;AREQUIPA;CAYLLOMA;CHIVAY;SEPTIEMBRE;RRCC COPIAS CERTIF;15
PAP CAYLLOMA;AREQUIPA;CAYLLOMA;CHIVAY;SEPTIEMBRE;CERTIFICACION DE RUIPN;57
PAP CONDESUYOS;AREQUIPA;CONDESUYOS;CHUQUIBAMBA;JULIO;TRAMITE DNI;178
PAP CONDESUYOS;AREQUIPA;CONDESUYOS;CHUQUIBAMBA;JULIO;ENTREGA DNI;118
PAP CONDESUYOS;AREQUIPA;CONDESUYOS;CHUQUIBAMBA;JULIO;RRCC COPIAS CERTIF;5
PAP CONDESUYOS;AREQUIPA;CONDESUYOS;CHUQUIBAMBA;JULIO;CERTIFICACION DE RUIPN;26
PAP CONDESUYOS;AREQUIPA;CONDESUYOS;CHUQUIBAMBA;AGOSTO;TRAMITE DNI;65
PAP CONDESUYOS;AREQUIPA;CONDESUYOS;CHUQUIBAMBA;AGOSTO;ENTREGA DNI;139
PAP CONDESUYOS;AREQUIPA;CONDESUYOS;CHUQUIBAMBA;AGOSTO;RRCC COPIAS CERTIF;9
PAP CONDESUYOS;AREQUIPA;CONDESUYOS;CHUQUIBAMBA;AGOSTO;CERTIFICACION DE RUIPN;8
PAP CONDESUYOS;AREQUIPA;CONDESUYOS;CHUQUIBAMBA;SEPTIEMBRE;TRAMITE DNI;90
PAP CONDESUYOS;AREQUIPA;CONDESUYOS;CHUQUIBAMBA;SEPTIEMBRE;ENTREGA DNI;89
PAP CONDESUYOS;AREQUIPA;CONDESUYOS;CHUQUIBAMBA;SEPTIEMBRE;RRCC COPIAS CERTIF;5
PAP CONDESUYOS;AREQUIPA;CONDESUYOS;CHUQUIBAMBA;SEPTIEMBRE;CERTIFICACION DE RUIPN;12
PAP LA UNION;AREQUIPA;LA UNION;COTAHUASI;JULIO;TRAMITE DNI;117
PAP LA UNION;AREQUIPA;LA UNION;COTAHUASI;JULIO;ENTREGA DNI;112
PAP LA UNION;AREQUIPA;LA UNION;COTAHUASI;JULIO;RRCC COPIAS CERTIF;14
PAP LA UNION;AREQUIPA;LA UNION;COTAHUASI;JULIO;CERTIFICACION DE RUIPN;20
PAP LA UNION;AREQUIPA;LA UNION;COTAHUASI;AGOSTO;TRAMITE DNI;63
PAP LA UNION;AREQUIPA;LA UNION;COTAHUASI;AGOSTO;ENTREGA DNI;54
PAP LA UNION;AREQUIPA;LA UNION;COTAHUASI;AGOSTO;RRCC COPIAS CERTIF;6
PAP LA UNION;AREQUIPA;LA UNION;COTAHUASI;AGOSTO;CERTIFICACION DE RUIPN;3
PAP LA UNION;AREQUIPA;LA UNION;COTAHUASI;SEPTIEMBRE;TRAMITE DNI;131
PAP LA UNION;AREQUIPA;LA UNION;COTAHUASI;SEPTIEMBRE;ENTREGA DNI;122
PAP LA UNION;AREQUIPA;LA UNION;COTAHUASI;SEPTIEMBRE;RRCC COPIAS CERTIF;14
PAP LA UNION;AREQUIPA;LA UNION;COTAHUASI;SEPTIEMBRE;CERTIFICACION DE RUIPN;10
PANP TARATA;TACNA;TARATA;TARATA;JULIO;TRAMITE DNI;25
PANP TARATA;TACNA;TARATA;TARATA;SEPTIEMBRE;TRAMITE DNI;4
PAP CHINCHEROS;APURIMAC;CHINCHEROS;CHINCHEROS;JULIO;TRAMITE DNI;234
PAP CHINCHEROS;APURIMAC;CHINCHEROS;CHINCHEROS;JULIO;ENTREGA DNI;284
PAP CHINCHEROS;APURIMAC;CHINCHEROS;CHINCHEROS;JULIO;CERTIFICACION DE RUIPN;39
PAP CHINCHEROS;APURIMAC;CHINCHEROS;CHINCHEROS;AGOSTO;TRAMITE DNI;207
PAP CHINCHEROS;APURIMAC;CHINCHEROS;CHINCHEROS;AGOSTO;ENTREGA DNI;340
PAP CHINCHEROS;APURIMAC;CHINCHEROS;CHINCHEROS;AGOSTO;CERTIFICACION DE RUIPN;48
PAP CHINCHEROS;APURIMAC;CHINCHEROS;CHINCHEROS;SEPTIEMBRE;TRAMITE DNI;202
PAP CHINCHEROS;APURIMAC;CHINCHEROS;CHINCHEROS;SEPTIEMBRE;ENTREGA DNI;280
PAP CHINCHEROS;APURIMAC;CHINCHEROS;CHINCHEROS;SEPTIEMBRE;CERTIFICACION DE RUIPN;53
PAP CANGALLO;AYACUCHO;CANGALLO;CANGALLO;JULIO;TRAMITE DNI;125
PAP CANGALLO;AYACUCHO;CANGALLO;CANGALLO;JULIO;ENTREGA DNI;97
PAP CANGALLO;AYACUCHO;CANGALLO;CANGALLO;JULIO;CERTIFICACION DE RUIPN;33
PAP CANGALLO;AYACUCHO;CANGALLO;CANGALLO;AGOSTO;TRAMITE DNI;93
PAP CANGALLO;AYACUCHO;CANGALLO;CANGALLO;AGOSTO;ENTREGA DNI;110
PAP CANGALLO;AYACUCHO;CANGALLO;CANGALLO;AGOSTO;CERTIFICACION DE RUIPN;29
PAP CANGALLO;AYACUCHO;CANGALLO;CANGALLO;SEPTIEMBRE;TRAMITE DNI;109
PAP CANGALLO;AYACUCHO;CANGALLO;CANGALLO;SEPTIEMBRE;ENTREGA DNI;121
PAP CANGALLO;AYACUCHO;CANGALLO;CANGALLO;SEPTIEMBRE;CERTIFICACION DE RUIPN;25
PAP HUANCASANCOS;AYACUCHO;HUANCA SANCOS;SANCOS;JULIO;TRAMITE DNI;68
PAP HUANCASANCOS;AYACUCHO;HUANCA SANCOS;SANCOS;JULIO;ENTREGA DNI;60
PAP HUANCASANCOS;AYACUCHO;HUANCA SANCOS;SANCOS;JULIO;CERTIFICACION DE RUIPN;7
PAP HUANCASANCOS;AYACUCHO;HUANCA SANCOS;SANCOS;AGOSTO;TRAMITE DNI;65
PAP HUANCASANCOS;AYACUCHO;HUANCA SANCOS;SANCOS;AGOSTO;ENTREGA DNI;64
PAP HUANCASANCOS;AYACUCHO;HUANCA SANCOS;SANCOS;AGOSTO;CERTIFICACION DE RUIPN;5
